,review Text,review Grade
257,"This phone is fantastic. My 12yr old really wanted an iPhone and we weren't going to pay Apple prices for one. It arrived in great condition and looked brand new.She has had it for around a month now, so I feel more confident leaving a review. We have had no issues with it whatsoever. Battery life could be better.The phone came with a charging cable that didn't work and seller was very quick to send a replacement out to us.  Great purchase so far.",5
258,"i purchased an iphone 8 -256GB which arrived oct 2,2020.  Tried to swap my phone to it and got error. Due to covid illnesses (family members) and other issues i sat this aside for a better time. In March,2021 i took to AT+T store and the device failed to activate for them also.  Took to yet another store 4/21 and it failed to active, and they did latest software update. Still wont work. Apple said it was a motherboard problem -primarily BaseBand IC.  Its unfixable.  The return policy is over, but .... am trying to find if i can get some refund.  Delays were my fault but the iphone is not usable.",1
259,"This has been the first time I tried buying a refurbished phone, and I was a bit nervous about, but I have been really happy about it.I received the phone, and it looks as good as new, no scrathes etc. It did not come with the original charger from apple, but that was not really a problem.I have not noticed anything not functioning, or being slightly off. Battery life seems great, I have had no technical problems with it. I also did not have any problems with connecting to my sim card and phone company, I have T-Mobile.I think it is a great way to save some money on what is already a pretty expensive phone brand, and I can recommend doing this.",5
260,"I was able to transfer all my information from my old iPhone 6 to this phone without issue.  Had so far about 2 weeks and it is so good so far. If issues arise I will update unless issues start 3-4 years down the road.  If phone is good for you that period of time then it is time to get another one anyway.  Apple would have updated their system several times by then and this iPhone 8 will be out of date and system maxed past this phone’s usage. Same is about to happen to the iPhone 6.  Battery was issue I had with old iPhone, this iPhone has 100% battery health so far.  So so far so good.Some people just have an unrealistic idea of what they are buying. It is a Re manufactured or freshened up iphone. It is not a brand new phone and you are not asked to pay new iPhone 8 price now are you.",5
261,"The Iphone 8 arrived looking like brand new. It even came with screen protector. However, fingerprint sensor did not work. I spent a couple of hours setting and resetting the phone with no luck and just ended up returning it. I didn't test any other phone functions thus have no comments whether other features are in working order. Since the phone did not perform as described, I had to give it lower rating. But I went with 3 stars since the return process was painless. They provided a prepaid UPS label. I got refund less than 1 week after I shipped it back. I will be ordering another phone and hopefully have better luck this time around.",3
262,Phone is in excellent cosmetic condition with three exceptions. 1. The home button is recessed below the surface of the face plate and it isn't centered. It works but has a much different feel from my other iphone. 2. There is a large dark spot on the top right of the screen. 3 The battery life is 85% which is my reason for getting a different iphone.  The description stated Renewed (New). I suspect the screen has been replaced as well. I will be returning the phone tomorrow..,2
263,"Pro's: Phone came within 2 days. Which was incredible and much sooner than expected.Phone was in excellent cosmetic condition. No knicks or dents or scratches. Beautiful condition.Con: this is my first ever iphone. After dealing with the pain in the @$$ ID set up and transfer from android to apple with my carrier... The battery was the biggest disappointment. The battery went from 60% to 11% within a couple MINUTES.NOW, i will be out the phone, the money i spent for a couple days and having to transfer everything back over, drop off to mail back.. Needless to say i should have been more suspicious of the previous comments on the battery life.Have one more phone coming and wondering now if I'll have the same issue. So disappointed..IF I knew for certain i would not have this battery issue again, i would purchase again. The shipment was super fast and again, the physical appearance of the phone was fantastic. But big no on the battery life.",2
264,"I bought this as an upgrade for my iPhone 5s. I had problems with the phone from day one, but since I had brought it back with me to Peru, it was $50-70 to return the phone. I decided to hold onto it and try it out longer. The phone started working again for a few weeks and then stopped working. Then, after a reset, it worked again perfect for a few more weeks. Now the phone won't stay on for more than several minutes and I'm back to using my iPhone 5 and past the warranty. I should have returned it but that ship has sailed. They don't seem to be checking these phones very well in my opinion, you are better off buying a refurbished phone from Apple which is slightly more expensive but offers better support and a longer more reliable warrenty.",1
265,"Buyer beware! The phone arrived really looking great, almost unblemished however it started having screen issues i.e. dark screen, sadly, right after the 90 day warranty expired. I've bought this for my aging mother-in-law that lives far from me. I've had my reservations prior to purchasing it for this simple fact but I thought I'd take a chance and hope the seller would be helpful if something does happen but clearly that's not the case. So if you don't want the headache and money to burn, don't do it.",2
266,"Siri does not work and causes serious crashes.  I can use the Home button for anything but Siri.  When I use it for voice text or reminders, the phone will do one function and then go into vapor lock, requiring several reboots and a timeout (power down) for at least 10 minutes to work again.  In the past I depended on Siri a lot, so it has been a big problem. And then I missed my 90-day guarantee window to get the problem resolved.  Know why?  Because I didn't have Siri to remind me to get it done in time.  This has been a sad waste of $300.",1
267,"NEVER purchase from this CHUBBIES TECH! My son purchased a refurbished phone and 6 months later the microphone and FaceTime no longer work. When we brought it to the Apple Store, they informed us the phone had been serviced 4 separate times with previous owners. We had NO idea! Dealers selling refurbished items should be required to disclose this information to potential buyers. The dealer, Chubbies Tech is standing by their 90 day policy and not offering any help. WASTE OF MONEY!!",1
268,"Buy this phone and waste your money. Receive it broken and return it, and the seller will tell you that YOU broke it.It was turning itself off since we received it. It eventually stopped turning on all together. THEY ARE TELLING US THAT THEY WILL NOT GIVE OUR MONEY BACK WHICH WE NEED TO GET A NEW PHONE. They already have the phone back. You. Will. Waste. Your. Money on this one. This needs to be taken DOWN! They just want to steal your money. I DEMAND A REFUND!",1
269,Bought last December today the screen would not turn on it's just dark grey never been dropped always been in a case I contacted Amazon said they won't help me sent me my receipt and told me contact the manufacture the manufacture says they can't help it's a refurbished phone from Amazon and I would have to pay for the part and fix it myself or send it in and pay whatever the cost ends up being just doesn't seem right to not replace or refund a iphone just bought 9 months ago,1
270,"Although I got the wrong size, (I thought that I had ordered the Plus size), it is a good product overall.",5
271,"I got the phone and the battery was very bad. I needed the phone but couldn't use because of the battery, it wouldn't last so i checked and it had a request on the settings, saying it needed a replacement for the battery. i didn't do it because it wasn't worth it, also the camera just stopped working.",1
272,"I've only had my phone for a day, but right now it looks perfect. There's a very small scratch on the outside of the phone but that's about it. The screen is fine, I was able to set it up easily, and there's been no issues thus far. Was pretty scared about getting it at first because of the bad reviews and how awful they said it was, but it worked out great for me. Charger works as well. Hope it works out for anyone else planning on buying it. Oh, also I got it three days early, so that was a huge plus. I kept looking at the tracking just waiting for it to get here lol.",5
273,"I almost never write reviews--I think it's worth doing so here.  Many of them here scared me.  But, given that it was half the price of what my mobile carrier sold, I took the plunge and bought the product.  I waited with morbid curiosity for it to arrive after seeing all of the negative reviews here.  It arrived several days early and had one very small crack on the bottom left-hand corner that I really had to spend some time looking for to see why on earth it needed refurbished in the first place.  Within 48 hours, I made a larger blemish to the poor R2D2 when I dropped it screen-side-down on my hard floors in my apartment  Luckily, the relatively small cracked section that my spectacular feat of juggling awesomeness caused didn't affect the visible part of the screen and added my own personal touch to the party,  I guess, so the disaster mostly was avoided.  This experience made me come to terms with the fact that it's only a matter of time before this device accidentally ends up in my commode.  Pro Tip: I highly recommend ordering a case as soon as you order this so you don't end up like me.The iPhone has no issues whatsoever absent its operator, who is a darned klutz that never should be allowed to handle electronics absent close adult supervision.  In all seriousness, I am thrilled with this purchase  Apple designed them to be slippery.  See that you buy a screen protector.",5
274,"Absolutely thrilled with this iPhone. It is beautiful. I purchased it for my daughter and she loves it. I have a Samsung Galaxy S9, and am considering making the switch to iPhone because I like this one so well. Everything works great, and it shipped really fast. It was a bit difficult to hook up to Straight Talk, so I would recommend just calling their customer service once you receive a SIM card from them.",5
275,"Received the phone and it seemed ok at first. The IOS was about 3 major versions old so I tried to update it, but for some reason it couldn’t.  Long story short, after several hours of trying to fix it and a few more with apple support, it was determined that the hardware was bad. Seems like this could have been determined when doing their QA, but I’m guessing they don’t do much if any. On top of all this after finding out that they sent me a bad phone, I had to pay for the return myself.  Happy ending is that I found the same exact phone for about $30 cheaper on another site and this one worked!",1
276,"So I bought this phone mainly because it had a warranty but watch out. 20 days before the warranty ended I contacted them about the phones camera not working and that the phone would shut off and not turn back on for days at time.They apparently emailed asking for the IEMI number which I wouldn’t be able to get since the phone wouldn’t turn on, and I missed the email probably because it went to spam and was not able to provide this information so I wrote them again.So even though I started the conversation and reported issues well within their warranty period and now it’s past their warranty period their response has switched to good luck, take it to a repair shop it’s out of warranty.Spend your money somewhere else if you value it!!!",1
277,"The battery was supposed to be at 80% I believe, it was not.  Right off the bat the battery had to be replaced.  The phone is sub par and little to no upgrade from the i6 that I was using.One of my main reasons for upgrading to the i8 was for a better battery life, it's actually worse even with the new battery.  But once you move everything over and pay for the battery it's too late to return.",3
278,Fingerprint works greatBattery life is at 91%There's a really small faint scratch at the back of the phone . Nothing major. I seriously  dont mind at all barley noticable.The phone was actually  sim unlocked  i got it activated  with AT&T. Great buyI bought it as a gift my sister will love it. It was a great affordable price I was looking for nice phone as cheap as possible you provided it thank you,5
279,"I love my new phone! The battery life lasts tremendously longer than my old iPhone SE. it runs smoothly, charges quickly and stays charged, and is the perfect size! I highly recommend buying this phone. I have already recommended to friends looking to get new phones. Unbeatable for what you get!PS mine even came with a charger chord and charger wall outlet.",5
280,The phone was in fantastic shape. Even had a clean screen protector on it (may have been on there from the previous owner). I’ll update in a few months if there are any issues. So far so good. Phone is unlocked. I got it for a parent that has MetroPCS. I had to call customer service and had them activate it by giving them the IMEI that can be found here : General>Settings>About,5
281,"The battery life of the phone I got is very very poor, you need to charge it like twice a day- I don’t recommend buying from this seller at all. The phone you get is scratched up and looks really used. The fingerprint doesn’t work and you just end up putting your passcode in every time you want to get into your phone. It’s not worth your money.",2
282,"Replacing a very grumpy android phone, about time my ""other half"" is introduced to the world of iPhone! haha. Phone showed up in the amazon packaging with off brand cord and plugin like it was supposed to. No scratches or dings that I could find and it came right on, seems to hold charge perfectly fine as well.Only complaint is user fault and not the phone, issues figuring out how to use it haha.",5
283,"I thought this would be a renewed phone, as in, any issues from previous use would be fixed before it was sold to me. Nope. Screen has noticeable imperfections, battery is at 85% capacity, speaker crackles when playing music, and people say it sounds like I’m standing next to a waterfall when I call them. So the best I can say is that it is a functioning, if poorly, iPhone. The seller offers a refund, but I will have to buy another phone to use before I can send this one back.",2
284,"Was initially concerned from other reviews as to the quality and validity of the product, but was pleasantly surprised. The phone works well and has been working well for some time. Even the battery life isn't that bad, all things considered. Will most certainly buy again.",5
285,"This is the second refurbished iPhone that I purchased from Hybrid IT on Amazon. I purchased from Hybrid IT because of their excellent customer satisfaction rating. I bought the iPhone 8 as a birthday gift for my granddaughter and she loved it. The phone arrived on time, was well packaged and in perfect condition. It looked like new, not a scratch on it. It worked perfectly and when the SIM card was added, was set up on a cell phone plan with no issues. The battery health was 90% which is great for a refurbished phone.",5
286,"The phone I purchased proved to be unusable as it was stolen and blacklisted from network use. When I contacted support, they simply did not acknowledge that the phone was stolen, and after three days simply asked if I'd received shipping labels to send it back, which I took as a tacit admission that they are well aware many of their renewed phones are from unscrupulous sources. I never actually received the shipping labels to send it back anyways.  I strongly advise anyone reading this review to head over to another seller because this one has not proven very dependable, at least for me. Hopefully in the future Kiss Electronics can find a way to take better care of their future customers than I was taken care of, because this transaction could hardly have gone more wrong for me and I'm incredibly disappointed.",1
287,"El vendedor envió el teléfono bloqueado con una clave de seis dígitos y no informó, tuve que pagar $30 para desbloquearlo, además la publicación dice:Este anuncio incluye:1 - Apple iPhone 8, desbloqueado1 funda protectora transparente con absorción de impactos.1 - Soporte ajustable y plegable.1 cargador de coche USB 3.0 de carga rápida.1 - Cable Lightning de carga adicional1 - Cubo de alimentación USB adicional1 paño de microfibra de limpieza.De lo cual sólo trajo el iPhone 8, cable USB y cubo de alimentación.Deben ser más transparentes con lo que publican y con lo que en realidad envían al cliente.",5
288,"If I could give this product and vendor a zero I would. It is a renewed phone and they obviously didn’t do much to fix it. After three and a half months, the home button stopped working and it’s having all sorts of problems. They just said that it’s only warranted for three months and wouldn’t do anything when I contacted them just a couple weeks after that. They refurbish products just enough to get you through 3 months and then wash their hands of it. I would buy from another vendor who will stand behind their products. Very poor customer service!",1
289,"I bought this for my Wife because I had bought one just like it a month ago. Mine pretty much set itself up, it was totally painless. She has had this thing since Christmas and still can’t get it set up. Apparently an update has not be done and because of that it is kinking the whole set up process. However it won’t allow the update to be done now for some reason. Beins how this phone is a refurbished maybe that’s the reason it was sent back. I think she has given up on it so it looks like I will need to get involved. I’ll keep you all posted on how it turns out.",2
290,"Phone was fine for the first few months and then the battery life rapidly decreased.At the 8 month mark it would only stay charged for a few hours and now at 10 months it's dead, won;t even turn on. Apple advised that it most likely was a defective battery and needs to be refurbished or replaced. Total bummer. It died before I get get a backup completed - I now have a sad teenage daughter that won't talk to me anymore :(",2
291,"I gotta be honest I didn't expect to get a damn near perfect iPhone 8.It was sim locked to AT&T but less than 15 minutes after getting an approved unlock from their website and restoring the phone I was able to insert my sim card then use it on the CricketWireless service.There is one small tiny paint blemish on one of the edges but honestly it really isn't a problem because a case would cover it up easily. Other than that the phone has no scratches or dings anywhere else, battery is great, no Cloud lock and everything functions normally.I don't know if I got lucky or people are writing fake reviews but I am very pleased with my purchase and the fact that it comes with a 90 day warranty is a plus.Thank you for blessing me with a phone I could give to my mom cuz she loves having TouchID and having some newer features like wireless charging is a plus too (even though she's never going to use it).",5
292,"I've had a great experience purchasing from this seller. I had to return the phone because of some rear camera issues, but the seller was fully cooperative and very helpful. Therefore, although I had to spend time on the setting-up of the phone (and the subsequent erasure of my data), the stress was mitigated by the responsiveness of the seller and their willingness to replace the item with a fully satisfying phone. I'll definitely work with the seller again. I am assured that if there's anything wrong with the phone, the seller will make sure to replace it with an item that is satisfactory and without any defect.",5
293,"I purchased iPhone 8 64GB fully unlocked for my oldest one, he uses without phone service.He likes it because he can join the group chat through iMessage with his classmates and I like it because I can monitor his usages.the phone seems working decent for a used one.I am planning to get another one for my deaf child as well, because iPhone has a feature to pair hearing devices directly stream, phone calls, movies, music, and etc. its the best for bilateral CI implants.",5
294,"Not Happy with this “renewed” IPhone 8 from AE Cells. According to Amazon, this should be like new, but all 4 corners have damage. The back is heavily scratched. The screen has been replaced with an aftermarket product. The battery health is at 80%, barely meeting the minimum requirement. There’s nothing about this phone that is like new or refurbished. It just looks like someone’s old beat up used phone. Amazon needs to either change the product description or get rid of some third-party sellers.",1
295,I bought this phone about a month and a half ago and it has worked perfectly since I got it. I was very happy to find a phone that was inexpensive (for an iPhone) and actually properly refurbished.,5
296,"As the title says, works as well as the iPhone 7. Replaced it because I thought a problem was hardware related (turned out it wasn’t). Do like the expanded 64 GB memory over the 32 GB memory of the 7 because I can have my entire music library onboard. Use music, podcasts, calendar, all of it. Signing in to my account, the phone filled with all my apps and data. Honestly don’t notice it’s much faster with updated chip and I seldom use the camera, so newer features don’t make a significant difference to me but bottom line is is works as well as I’m used to. Will use it until I upgrade to iPhone 12 when that comes out, so I can be ready for 5G when it really it deployed and working (most places have little to no 5G, regardless of what the ads say).",5
297,Such a good deal.  Thank you,5
298,"I have never left a bad review.  We own two businesses and I get the impact that reviews could have on a company.  It came with a charger and that charger is the only charger the phone worked on.  My 15 year old daughter saved ALL year for this $397 iphone 8.  It lasted 3.5 months.  We went on vacation and she forgot her charger.  By the way, it was still in warranty when we left for vacation.  Her phone would not work with any other iphone charger that we had.  I do not know much about the mechanical part of phones other than how to operate them. We went to a technician on vacation thinking it was the battery. Battery was fine, charge port was fine.  He said the chip was bad on the mother board and to fix it would be significant.  The technician said the seller KNEW this phone had a problem and sold it anyway.  Amazon contacted seller. Seller emailed me it's 2 weeks out of warranty go to a repair shop.  DO NOT BUY FROM THIS SELLER.  ABSOLUTELY HORRIBLE.",1
299,"I got this iPhone for my daughter who has been asking for a iPhone for awhile. I was very skeptical because of some of the reviews. I went ahead and ordered the phone. It arrived early and was in very good condition.  The phone looks new to me. Took it to Metropcs and got it activated with no problems. The only con about this phone is the battery health, which was at 84%. Other than that I’m completely satisfied. My daughter loves it. I bought it from the seller Hybrid IT.",5
300,"This is my 1st iPhone, even though 'only an 8', it is so much better in so many ways than all other cell phones I've had. Able to do so many things not ever able to do before. And Siri a time saver and facilitator of immense capacity. Even seemingly little things like use of the keyboard functions is better. And I was pleased with the Amazon's price for a refurbished phone",5
301,Who needs a brand new phone? Not me! This phone was like new and the price was right. Works and looks perfect.,5
302,"Received on Friday.  Transferred data and programs from old phone on Sunday.  Will be hooking it up to AT&T on Monday.  So far the phone works well, except the battery seems to discharge rather quickly (possibly a result of too many apps running, but I'll be checking that out soon).  In any event, I am quite pleased with my purchase.",5
303,"My daughter loves her new phone, it was fully unlocked was able to take it to a cell phone store and put a phone line on it for my daughter!  She loves her phone Thanks ❤️❤️ Quality was great perfect condition!!",5
304,"Item arrive on time, well packed and safe box. Item was in a great shape, only a tiny scratch on a side of the cell phone, nothing that anyone can't leave with, even with cover you will never see it.  all good till we start using it, battery life was not good and we just returned it for refund. Great follow up and refund received after item arrived to vendor. thanks.",3
305,"I ordered 2 iPhone 8's from this vendor at a good price.The phones I received work well, but after using them a while we discovered that we were unable to disable the rather loud camera shutter sound.  This is apparently a ""feature"" of Japanese market iPhones due to local laws.  Sure enough, when we find the Model code in the settings, these are Japanese models, even though we are in the U.S.There was no indication that we would receive foreign model phones in the listing, nor how they may differ from US distributed phones.  The listing indicates that the phones are ""For AT&T"", which I believe is a U.S. only network provider.This is somewhat annoying.",3
306,The Bluetooth feature is entirley broken.,1
307,"I bought this phone to replace my grandmas iPhone she had. It came in a bland cardboard box with the phone in bubble wrap and the charging cable and charging wall plug wrapped up nicely but everything could shift around a lot in the box but luckily everything was safe and nothing broken. The batter life of the phone was at 91% meaning that was the max life of the battery so not too bad but a little low for my liking. Decent price, decent phone.",4
308,"Very happy with my purchase! I just “upgraded” from my refurbished,  unlocked iPhone 6 64GB, and this phone is a great value for the money. I could not justify shelling out more than $1,000 for a phone, so after researching i settled on the iPhone 8 64GB in gold.  I shopped around, and decided to purchase on amazon because of  the Amazon Renewed policy, as well as the ability to purchase 2 year accident protection. My phone arrived with a few very light scratches on the screen (as described), which doesn’t bother me one bit as I always add a glass screen protector. The speed and functionality are also perfect, and setup was easy.  The battery life is not as great as expected, but not enough of an issue to decrease the rating. I purchased from BREED. Highly recommend!",5
309,I love my new to me iPhone 8. I’ve always had androids. Not anymore. The phone looked good and felt like brand new. It arrived with a six foot long heavy duty charging cord that I find convenient for those times I need to use my phone while it’s charging. I’d buy this phone from this seller again without hesitation,5
310,This phone came in great condition. No scratches or marks. Easy to set up. But the battery life was horrible. It only had 79% capacity and I couldn’t even get it to charge passed 12% while using it. Lost about 30% of battery life in the ten min I used it. I would have kept the phone if it weren’t for the bad battery. Great packaging and even came with a like new charger. But what good is a phone with out a decent battery.,1
311,The phone arrived clean and in 8.5/10 condition and would be mistaken for brand new if it weren’t for some extremely mild blemishing around the border (like super minor).I have no gripes about the phone so far and am considering another.My experience is obviously not going to be shared across the board and can only vouch for the first week’s impression but…so far so good. Time will tell 🤷🏻,5
312,This phone arrived and appeared as described--like new.  Easily accepted our carrier SIM and worked great....for 6 weeks.  Yesterday the phone suddenly died.  I reached out to amazon and they connected us with Apple.  They tried in vain for an hour to get it working again but couldn't.  Ultimately Amazon accepted it to return (it had the 90 renewed guarantee) and off it went by UPS today.We've had good luck with renewed items and this may have just been a fluke.  But we decided to buy a brand new Apple Xr phone instead.,2
313,The price was fair and the phone is like new. I purchased this phone 8 as it was an upgrade from my 6s and I did not want to pay $600 or $700 for a new phone. Also switched carriers for a 50% savings. All good!,5
314,"Item as described, almost perfect - very satisfied with the quality of this used iPhone 8! Battery life was 86% and not a single scratch or ding! One blemish where the black is there is a white dot but I was expecting a lot worse with some of these reviews. Very satisfied!!! This is a backup phone and a home-line for our kiddos when we need to reach them.",5
315,This phone is not worth buying. The volume for talking on the phone is horrible. I can barely hear people talking to me. The people on the other end of the line are always telling me they can never hear me. When you get your notifications sometimes the sound is quiet sometimes the sound is super loud. When I close out an app and then turn the phone off and then come back to it later the screen will come up with something that I was doing three weeks ago and have since deleted,2
316,The phones were dirty and grimy. Visible scratches on screen. The worst was batter lasted for about an hour on both units. couldnt connect to the data plan of my carrier. Only reason didnt return is because i was able to trade them in for new phones with my carrier since they had a promotion. otherwise they would have gone back,1
317,"The phone itself was in great condition. Minor scratches around the camera but that’s nearly unavoidable with this model. Good battery percentage and a clean IMEIHOWEVER- It seems as though they are using refurbished phones that originate from Japan and Korea. Those places do not allow you to turn off your camera shutter sound whether your phone is on silent with the media all the way down, or you’re using a third party camera. It always makes that super awkward and annoying shutter sound",3
318,I saw multiple reviews talking about how these refurbished phones were horrible and I was skeptical at first but I am glad I took the plunge and purchased this used phone. It is pretty much like new and was shipped clean and ready for setup. No issues with it thus far and battery life seems appropriate. I will certainly do business with this seller again,5
319,"Phone arrived and works, but the battery health is 86%. Unacceptable. Now you're asking the customer to take apart their phone either now or in the next month or so to replace something that should have been taken care of. You're assuming the customers have odd screw drivers like tri-wings. You're assuming the customer can replace the waterproofing measures on this phone just to replace a battery. From now on, you do it. Not Okay.",2
320,"I received the iPhone and it looked fine but when I activated it, I couldn’t hear very well. I took it in to have it checked and they said the speakers had moisture in them. I had to have it repaired. I guess you get what you pay for.",2
321,"I’m a Verizon Prepaid customer and wanted to upgrade phones. I had a little trouble trying to use eBay, so I came to amazon and this was by far the best experience I had with ordering this phone. It came the next day after I ordered it and I only needed to put my SIM card from my iPhone 6 into the new iPhone 8 and it connected right to the network. I didn’t have to go in the store or call a number or anything. Wonderful phone upgrade. It’s much better than the old one. Would recommend to anyone looking to upgrade a Verizon prepaid phone.",5
322,"So excited about the condition and the ease of set up with this phone.  I was hesitant to buy a reconditioned phone from Amazon, but it's been great so far.  The price was great too!!!",5
323,Yes the shutter sound can’t be turned off but by just using Live mode to take photos that is resolved. The phone was for my wife and she likes the shutter sound (who knows why?) so zero problem either way. Phone arrived indistinguishable from new. Shiny and scratch free. Setup was easy. SIM card from old phone worked perfectly. Charged extremely fast and battery seems to last a long time. We added the extended warranty. A 256GB phone for less than $300 can’t be beat.,5
324,"I don’t always write reviews but I’m so happy with the condition of the iPhone I got, no visible scratches or dents. I get all my calls and text messages I just put my old at&t SIM card in and it works perfectly. Only downside is battery maximum capacity is 83%. But I feel that is fair enough because the product description says >80% which it is. Don’t buy one of these if you need a better battery life.",5
325,"I WANT TO RETURN THIS PHONE ASAP AND I WANT A REFUND OR ANOTHER PHONE WITH A CREDIT. I HAVE WAITED FOR DAYS FOR THIS PHONE, JUST FOR IT NOT TO WORK!!! THE PHONE DOES NOT WORKS, IT IS NOT UNLOCKED LIKE THE DESCRIPTION SAYS!!!!!!! THE SCREEN IS GONE OUT COMPLETELY, THIS IS UNACCEPTABLE! YOU CALL THIS SATISFACTORY CUSTOMER SERVICE,BUT THIS PHONE IS NOT SATISFYING!!!!!!!! I AM VERY UNHAPPY!!!",1
326,"I was afraid when making this purchase because of all the negative comments, however the purchase went well, the purchase was for my eldest daughter. I recommend the Hybrid IT seller, I loved the cell phone, it is used as new, no noticeable scratches, it is 100% unlocked, the only bad thing was The capacity of the battery came to me with 78% health, but I bought him a new battery and I already have a new cell phone, really super recommended. The camera is of good quality, the volume is excellent, the whole cell phone is perfect to be reconditioned, so far I have not had problems. Btw im latino so If you want to buy the cell phone for Latin America, if it will serve you because it is unlocked. (iphone gold 64 gb, all carriers, seller Hybrid IT, renewed)",4
327,"April 1, 2021. The cell phone has dirt in the joints, marks from a lot of use, it has a lot of wear and tear on the front and rear glass.I do not recommend it.Seller: buyspray",1
328,"I used the phone with AT&T for about nine months. It worked well. When I asked AT&T to unlock the phone so I could use it with another carrier, AT&T had no record of the phone I received from this seller. Thus, unless I use this phone is used only with AT&T, the phone is useless going forward.Phones advertised as AT&T carrier phones should fall under the general rules and conditions of what it means to have phones locked to that carrier. AT&T can unlock phones that are originally locked to them. Apparently, mine works with AT&T (described as ""partially unlocked"" by AT&T reps) but cannot be unlocked unless the original carrier is identified. This seller said it's AT&T AT&T says it's not AT&T.Should it really fall to me, the consumer, who believes ""Apple iPhone 8, 64GB, Gold - For AT&T"" means the phone is registered to AT&T -- to resolve this issue? A consumer can't unlock a phone. Only a carrier can.",1
329,"Purchased as a birthday gift, so didnt find out until after it was opened that the giftee couldnt even use it because it wasnt compatible. I specifically searched for an unlocked phone for that very reason. This was falsely advertised... now going through the trouble of returning it and waiting on a refund.",1
330,My daughter is unfortunately an iPhone girl through and through so we got this for her for graduation. It arrived on time and as described. It has worked well so far (we've had it for two days now) and my daughter loves it.,5
331,"Despite all being called 'iPhone 8' there are actually several models of iPhone 8 that exist. These are specific for either the GSM or CDMA networks, which are two different types of cellular technologies used by the major carriers (Sprint, AT&T, Verizon, ect). CDMA compatible phones do not work on GSM networks and vice versa. So it's a misnomer to say that any phone which is exclusively GSM or CDMA is ""Fully Unlocked""- because it will literally be incompatible on a hardware level with about have of the carriers. I was sent the A1905 model of the iPhone 8 (at the time of purchase there was no indication of what model was being sold- just ""Fully Unlocked"") and this particular model is incompatible with the Sprint network. The lack of nuance in the item listing speaks to incompetence in the people who put this item for sale.",1
332,"This is a better iPhone than the 7S and any before it and at same time it’s not a better phone than 8S or any that have come since.I think the renewed standard has set a high bar, one which was not met with my order. There is a visible scratch on the screen that can be seen at an arms reach. I’m not sending it back to wait phoneless for a new one, but I think it’s a valid complaint. One that is probably common in occurrence but not often acted upon.Otherwise the screen graphics and interface is really nice, the processor doesn’t leave me wanting, and all these things are known by almost all iPhone owners. My review is about Renewed, and the difficult standard set that may offer more than what this particular  supplier is able to provide.",4
333,It worked fine until a month ago when the speakers started going out on it. I could hear decently on speaker phone when calls were placed but now they’re not very loud at all and I have to hold the speaker to my ear. Couldn’t even last a year.,1
334,I love the phone but it was not 256G only 64G and I really wanted the phone for the storage. I could have gotten a cheaper phone by just getting the iPhone 6s that was advertised as 64G! I hate I didn’t get to save money since the phone is the exact phone I already had but I had already promised my little sister my old phone and didn’t want to make her wait by sending this one back for false advertising. Great quality and was boxed very professionally!,3
335,"Wholly unimpressed with Amazon's 'renewed' service.-- I bought a phone compatible with T-Mobile, but our sims wouldn't work. After an extended support call we found out the phone was locked to a carrier in Japan. It was suggested that I could call them to ask for the phone to be unlocked... yeah no thanks.-- Also: The phone just randomly shuts off. Mid-use, and the phone's screen is black and the button is unresponsive. Nice job at 'renewing'.So whatever 'renewed' means to Amazon, it is not ""refurbished, functioning phone"". Returning it and shopping elsewhere.",1
336,"i love that amazon (or whoever they sub this out to) gave a warranty, that was one of the main reasons i purchased.  Plus cost was cheaper than Best Buy.  Not sure if this has to do w the phone, but my email is slow to load.  I also dont like the fact that i cant plug normal headset in without adapter, but that is apples issue.  Overall the phone was a good decision to purchase and i have no problems.  ( I was forced to buy newer cause iphone 6 doesnt upgrade anymore to latest IOS)",4
337,Wouldn't get any service. And not very cooperative service,1
338,"First time I ever bought an iphone online instead of from the service provider.  Was easy to set up and sync with my other devices.  I am very pleased. It came with the charging cable and adapter.  The phone was in great condition, not ""beat up"" or scratched.  Would buy again.  I don't use face recognition so I cannot honestly rate that.",5
339,Got the device in and the charging port didn’t work. Jus save yourself the time n money n don’t do it. And it had a crack on the front screen,1
340,"Purchased “fully unlocked” iPhone 8 and it will not work with Sprint.  After entering the IMEI on multiple wireless carriers; only 2 worked with this “fully unlocked” cell phone.After contacting BREED who manages the sales of this phone - the response received was...“ Even if a phone is unlocked, we cannot guarantee that your service provider will accept it. ”So buyer beware if you buy a “fully unlocked” phone or won’t work on all carriers as advertised.  In the area the ad included all carriers including Sprint however that was not true!",1
341,"The iPhone 8 arrived within two days. Phone looks great like it’s brand new. It’s rose gold color. Received the phone yesterday and got wireless service for it today with AT&T. Nothing bad to say. There are many negative reviews on refurbished phones, but just do your homework and research before purchasing.",5
342,"The phone arrived in good condition, there is a small inner crack but I barely notice it, everything works well and for the price I am happy. It was easy enough to set up, I will update if anything changes. The battery charges fast, it was at 50% when it came and after 15 minutes of charging it was almost full. Looking forward to using this phone more!",4
